hs_code,commodity,unit,country,2008-2009_quantity,2008-2009_value_000rs,2009-2010_quantity,2009-2010_value_000rs,2010-2011_quantity,2010-2011_value_000rs,2011-2012_quantity,2011-2012_value_000rs,2012-2013_quantity,2012-2013_value_000rs
84314900,PART MACH HEAD 84.26.84.29-30,KG,Brazil,2216,4522,124,167,45,145,1,6,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Canada,29152,89978,91856,216736,46384,93495,41596,149370,6879,29031
84314900,PART MACH HEAD 84.26.84.29-30,KG,Chile,2,5,1,3,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,China,806060,969236,513808,575348,286426,520848,283054,492160,310808,754530
84314900,PART MACH HEAD 84.26.84.29-30,KG,"Co,te d,Ivoire(Fr.Iv",180,287,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,"Congo, Republic of",1559,2742,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Czech Republic,341,617,177,424,25,109,2437,7319,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Denmark,48,120,23293,37259,650,1695,230,644,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Egypt(U.A.R.),270,475,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Estonia,100,155,132,397,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Finland,138,276,422,935,338,1169,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,France,57853,116874,3313,6634,65175,131145,3084,9972,980,2972
84314900,PART MACH HEAD 84.26.84.29-30,KG,Germany,101903,206264,111236,262215,8921,22650,25196,61087,52951,199038
84314900,PART MACH HEAD 84.26.84.29-30,KG,Greece,3,4,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Hong Kong S.A.Re.Chi,62,110,406,636,1116,1738,170,380,4663,10375
84314900,PART MACH HEAD 84.26.84.29-30,KG,India,273,545,410,855,705,1482,5367,13482,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Indonesia,442,889,231,333,5311,13744,27356,63643,5340,21056
84314900,PART MACH HEAD 84.26.84.29-30,KG,Iran ( Islamic R.),110531,123938,199,205,2148,4861,812,2268,15,31
84314900,PART MACH HEAD 84.26.84.29-30,KG,Ireland,36,65,1641,5274,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Italy,23482,47599,32968,62348,43358,84138,34752,120075,12568,42372
84314900,PART MACH HEAD 84.26.84.29-30,KG,Japan,45203,99677,41971,71424,19283,41107,12008,29323,4937,18545
84314900,PART MACH HEAD 84.26.84.29-30,KG,Korea D.P.Republic,10,18,34,71,297,786,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,"Korea, Republic of",43280,46970,65965,75225,33641,54907,13196,29709,15131,42515
84314900,PART MACH HEAD 84.26.84.29-30,KG,Liberia,54,97,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Malaysia,674,1101,2516,4989,353,650,14968,37781,4640,14388
84314900,PART MACH HEAD 84.26.84.29-30,KG,Mexico,5,5,5459,8969,2369,5373,754,1989,311,738
84314900,PART MACH HEAD 84.26.84.29-30,KG,Netherlands,3529,5651,9134,13482,1653,2946,3094,9214,2658,8820
84314900,PART MACH HEAD 84.26.84.29-30,KG,New Caledonia,5,12,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Nigeria,108,215,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Norway,1801,5403,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,O.Asia(Tai.For.Pe.Ki,976,1575,1912,2257,1846,2677,253,481,289,724
84314900,PART MACH HEAD 84.26.84.29-30,KG,Oman,42,104,11,34,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Philippines,2,8,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Poland,1904,4254,21,59,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Qatar,42792,72672,21630,37081,3962,9759,18275,45683,309,621
84314900,PART MACH HEAD 84.26.84.29-30,KG,Romania,11854,24745,12461,21568,716,2148,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Russian Federation,64,186,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Saudi Arabia,79,155,87,139,293,647,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Senegal,46,93,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Singapore,148386,233946,86225,156155,20900,48498,42625,74898,37600,102410
84314900,PART MACH HEAD 84.26.84.29-30,KG,Slovenia,64,193,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,South Africa,16,48,1,2,47,144,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Spain,228,327,166,373,14220,28545,25,79,154,1676
84314900,PART MACH HEAD 84.26.84.29-30,KG,Suriname,17,36,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Swaziland,365,727,1,4,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Sweden,5743,12354,1777,4549,2247,5708,2654,6690,3211,12070
84314900,PART MACH HEAD 84.26.84.29-30,KG,Switzerland,44,116,264,532,77,279,20,58,1238,6016
84314900,PART MACH HEAD 84.26.84.29-30,KG,Syrian Arab Republic,1225,2141,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Thailand,2366,3874,508,801,656,1100,485,741,992,2211
84314900,PART MACH HEAD 84.26.84.29-30,KG,Turkey,5795,7946,366,458,1667,4024,140,303,1324,4741
84314900,PART MACH HEAD 84.26.84.29-30,KG,Turkmenistan,50,165,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,U.S.America,795932,1363140,790467,1509518,226397,594724,302824,974141,397545,1165399
84314900,PART MACH HEAD 84.26.84.29-30,KG,US.Minor Outlying Is,2430,7756,,,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,United Arab Emirates,106174,160546,103946,222613,69493,152042,117331,329258,75263,209473
84314900,PART MACH HEAD 84.26.84.29-30,KG,United Kingdom,61721,129578,38550,76550,5565,14207,23121,79029,24448,80411
84314900,PART MACH HEAD 84.26.84.29-30,KG,"Venezuela,Bolivar. R",179,358,13,29,,,,,,
84314900,PART MACH HEAD 84.26.84.29-30,KG,Wallis & Futuna Is.,5,9,,,,,,,,
84321010,CHISEL PLOUGHS,NO,ALL COUNTRIES,14,,,,,,,,,
84321010,CHISEL PLOUGHS,NO,United Arab Emirates,6,14,,,,,,,,
84321090,OTHER PLOUGHS,NO,ALL COUNTRIES,861,263,2750,4222,,,,,,
84321090,OTHER PLOUGHS,NO,China,86,192,1177,2141,1592,4136,,,,
84321090,OTHER PLOUGHS,NO,Hong Kong S.A.Re.Chi,371,737,,,,,,,,
84321090,OTHER PLOUGHS,NO,Italy,100,365,,,,,,,,
84321090,OTHER PLOUGHS,NO,Japan,45,91,1,2,1,13,8,86,,
84321090,OTHER PLOUGHS,NO,U.S.America,100,231,,,,,,,,
84321090,OTHER PLOUGHS,NO,United Kingdom,15,33,21,69,,,,,,
84322100,DISC HARROWS,NO,ALL COUNTRIES,21263,18681,27788,14738,17509,,,,,
84322100,DISC HARROWS,NO,China,11681,19671,9177,12350,8318,16161,2025,7620,2556,9145
84322100,DISC HARROWS,NO,Germany,7,21,,,,,,,,
84322100,DISC HARROWS,NO,Italy,536,1571,8010,6331,5472,11605,830,7118,909,8364
84322100,DISC HARROWS,NO,"Korea, Republic of",10,22,,,,,,,,
84322910,CULTIVATORS,NO,ALL COUNTRIES,33,2342,479,57,484,,,,,
84322910,CULTIVATORS,NO,Canada,1,33,,,,,,,,
84322910,CULTIVATORS,NO,China,7,365,10,458,,,,,,
84322910,CULTIVATORS,NO,Germany,1,57,,,,,,,,
84322910,CULTIVATORS,NO,Japan,1,71,1,40,,,,,,
84322910,CULTIVATORS,NO,U.S.America,51,2271,2,74,,,,,,
84322910,CULTIVATORS,NO,United Arab Emirates,1,26,,,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,ALL COUNTRIES,11851,4017,6806,10186,4287,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,Australia,5,1388,201,7715,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,China,6,10,70,2124,52,3149,35,1872,514,2669
84322990,OTHER WEEDERS ANDHOES,NO,Germany,10,271,20,1137,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,Hong Kong S.A.Re.Chi,60,328,,,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,Italy,5,2278,1,37,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,Japan,10,300,,,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,Malaysia,1,85,,,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,Netherlands,23,551,3,370,2,184,,,,
84322990,OTHER WEEDERS ANDHOES,NO,Turkey,7,335,,,,,,,,
84322990,OTHER WEEDERS ANDHOES,NO,U.S.America,438,10962,1,50,1,1108,1,78,,
84322990,OTHER WEEDERS ANDHOES,NO,United Arab Emirates,4,146,,,,,,,,
84323010,SEEDING DRILLS,NO,ALL COUNTRIES,2587,116,43,879,,,,,,
84323010,SEEDING DRILLS,NO,China,1,27,,,,,,,,
84323010,SEEDING DRILLS,NO,Germany,1,73,,,,,,,,
84323010,SEEDING DRILLS,NO,Japan,30,779,,,,,,,,
84323010,SEEDING DRILLS,NO,Malaysia,1,43,,,,,,,,
84323010,SEEDING DRILLS,NO,U.S.America,16,2562,5,116,,,,,,
84323010,SEEDING DRILLS,NO,United Arab Emirates,1,25,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,ALL COUNTRIES,6250,3751,1341,12346,9599,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Australia,14,574,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Belgium,1,238,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,China,1,41,13,1153,1,78,2053,353,22,1481
84323090,OTH PLANTERS & TRANSPLANTERS,NO,France,1,77,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Germany,2,255,3,469,99,6046,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Japan,2,204,2,490,3,294,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Malaysia,2,65,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,O.Asia(Tai.For.Pe.Ki,7,2139,1,283,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Philippines,1,21,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Turkey,3,1637,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,U.S.America,17,3892,168,11851,2,141,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,United Kingdom,10,1505,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Germany,6,1540,1,165,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Italy,1,266,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Japan,1,102,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Malaysia,2,247,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,Turkey,4,537,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,U.S.America,2,115,,,,,,,,
84323090,OTH PLANTERS & TRANSPLANTERS,NO,United Arab Emirates,5,629,,,,,,,,
84328010,ROTAVATORS,NO,ALL COUNTRIES,197,921,5741,845,,,,,,
84328010,ROTAVATORS,NO,China,76,5654,1,50,,,,,,
84328010,ROTAVATORS,NO,Japan,2,197,6,356,1,87,2,499,,
84328010,ROTAVATORS,NO,Malaysia,1,296,,,,,,,,
84328010,ROTAVATORS,NO,Spain,8,565,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,ALL COUNTRIES,82374,50406,53306,67578,107251,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Australia,54,8163,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Brazil,4,713,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,China,289,11579,2,262,10,353,14,926,10,639
84328090,OTHER AGRICULTURE MACHINERY,NO,France,1,165,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Germany,14,2537,16,2173,2,411,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Greece,4,671,1,104,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Hong Kong S.A.Re.Chi,2,163,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,India,34,10654,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Italy,1,106,1,153,8,1296,75,19634,3,680
84328090,OTHER AGRICULTURE MACHINERY,NO,Japan,34,5275,4,692,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Korea D.P.Republic,1,175,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,"Korea, Republic of",8,1014,16,2857,1,523,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Malaysia,24,2419,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Netherlands,62,13008,65,5310,1,361,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,O.Asia(Tai.For.Pe.Ki,3,479,50,149,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Singapore,3,308,6,1304,6,661,1,101,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Spain,35,4600,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Thailand,32,249,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Turkey,40,4723,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,U.S.America,273,46593,118,19189,332,41135,253,25083,428,94816
84328090,OTHER AGRICULTURE MACHINERY,NO,United Arab Emirates,31,6168,2,87,71,19643,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,United Kingdom,6,1318,2,471,3,822,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Argentina,5526,3868,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Australia,65,58,545,819,4067,6937,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Belgium,16,11,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Brazil,6200,6243,17223,19810,16038,17200,9429,18593,3005,8942
84328090,OTHER AGRICULTURE MACHINERY,NO,China,39572,30185,38163,34794,50975,70081,40631,61193,19697,43155
84328090,OTHER AGRICULTURE MACHINERY,NO,France,113048,104448,164536,193276,78475,158151,34362,69082,36380,87008
84328090,OTHER AGRICULTURE MACHINERY,NO,Germany,260,251,30,50,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Greece,85,172,51,90,150,270,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Hong Kong S.A.Re.Chi,10,15,1,2,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Ireland,12,8,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Italy,355,739,381,527,1099,2185,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Japan,17,21,12,22,20,31,70,239,22,42
84328090,OTHER AGRICULTURE MACHINERY,NO,"Korea, Republic of",52,48,1,1,22,44,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Malaysia,572,382,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Netherlands,74,236,600,1333,320,725,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,New Zealand,1,1,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,O.Asia(Tai.For.Pe.Ki,1335,2136,50,65,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Singapore,1434,837,100,55,158,371,923,3010,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Spain,21056,18785,27473,30277,22920,39557,5304,11294,2468,8777
84328090,OTHER AGRICULTURE MACHINERY,NO,Sri Lanka,4938,5058,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,Turkey,1608,3469,,,,,,,,
84328090,OTHER AGRICULTURE MACHINERY,NO,U.S.America,665,609,4372,8585,125,253,102,282,4456,13361
84328090,OTHER AGRICULTURE MACHINERY,NO,United Arab Emirates,5,3,58,29,30,42,8,27,120,264
84328090,OTHER AGRICULTURE MACHINERY,NO,United Kingdom,109,96,2,3,8,20,32,84,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,ALL COUNTRIES,3843,2271,2272,2040,3533,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,China,163,1222,26,932,11,216,18,695,67,2218
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Denmark,31,455,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Germany,18,171,2,83,20,666,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Hong Kong S.A.Re.Chi,1,34,26,258,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Japan,1,13,16,182,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Korea D.P.Republic,1,42,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,"Korea, Republic of",1,43,1,8,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Singapore,1,23,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Thailand,90,830,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Turkey,15,494,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,U.S.America,105,1152,23,1032,75,1959,4,185,13,767
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,United Arab Emirates,2,22,1,57,2,100,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,United Kingdom,1,60,1,40,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Australia,3,25,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Canada,8,140,1,28,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,China,72,452,425,2625,463,2518,139,1197,197,1234
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Denmark,59,469,103,643,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Germany,1,10,52,478,9,139,12,67,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Hong Kong S.A.Re.Chi,6,42,5,35,3,30,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Ireland,5,34,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Italy,1,23,2,22,2,6,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Japan,2,20,3,26,2,21,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,"Korea, Republic of",14,87,2,17,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Norway,1,2,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Singapore,1,8,10,58,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Spain,4,34,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Sweden,6,37,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Thailand,1,5,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,U.S.America,112,1146,66,458,186,1008,13,984,372,11901
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,United Arab Emirates,10,67,1,4,74,777,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,United Kingdom,135,3278,5,66,21,148,10,43,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Viet Nam,5,49,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Australia,122,730,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Belgium,15,1592,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Brazil,20,3803,4,4096,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Canada,17,76,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,China,22,1046,65,322,56,5847,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,France,1,18,190,1375,8,2173,1,151,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Germany,551,3880,15,1232,22,6118,32,2201,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Ireland,4,4244,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Italy,985,4358,203,1331,9,1129,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Japan,40,486,1,60,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,"Korea, Republic of",6,44,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Malaysia,74,2221,10,42,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Netherlands,1,1439,9141,3240,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Norway,3,18,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Portugal,4,194,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Singapore,1,4,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Spain,3,17,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Switzerland,1,59,,,,,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Turkey,301,12474,1246,6211,2330,9502,11,2989,3,389
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,U.S.America,5,4130,322,1806,1105,8209,5,590,5,1200
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,United Arab Emirates,1,41,15,67,1,87,,,,
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,United Kingdom,6,140,7,112,44,516,2,363,1,29
84331100,LAWN MOVER PARKS/SPORTS GROUD,NO,Viet Nam,1,86,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,ALL COUNTRIES,306,118,946,26918,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,China,1,77,2,1200,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Germany,1,42,14,10639,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Japan,2,70,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Netherlands,2,924,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Poland,8,6156,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Sweden,1,760,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Turkey,2,147,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,U.S.America,2,40,17,4906,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,United Kingdom,1,48,1,186,5,3093,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Austria,8,1603,41,24583,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Belgium,7,632,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,China,5,1661,18,3893,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,France,28,17015,2,11918,2,421,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Germany,1,192,1,196,14,1806,16,7727,,
84333000,OTH HAYMAKING MACHINERY,NO,India,3,2364,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Ireland,1,1639,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Japan,1,276,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Korea D.P.Republic,9,2757,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,"Korea, Republic of",3,584,8,6558,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Netherlands,23,4577,12,7478,2,1864,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Spain,2,18018,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,Turkey,1,548,,,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,U.S.America,3,439,4,9895,,,,,,
84333000,OTH HAYMAKING MACHINERY,NO,United Kingdom,5,2112,2,618,3,980,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,ALL COUNTRIES,941747,1118850,771368,532064,644269,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Anguilla,1,1574,,,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Australia,4,3326,9,5404,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Austria,10,9037,20,33576,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Belgium,393,327951,354,309414,263,226801,148,155240,156,194803
84335100,COMBINE HARVESTER-THRESHERS,NO,Canada,2,1698,7,7625,3,3150,1,1100,,
84335100,COMBINE HARVESTER-THRESHERS,NO,China,37,25346,44,38104,13,9368,17,15985,1,1585
84335100,COMBINE HARVESTER-THRESHERS,NO,Czech Republic,17,13724,5,4388,4,4168,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Denmark,6,3395,3,2107,4,8573,1,1239,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Europeans Union,2,2229,3,3169,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,France,243,193842,335,287136,158,136545,112,114216,143,162297
84335100,COMBINE HARVESTER-THRESHERS,NO,Germany,41,24485,22,21651,18,17036,15,15620,28,32143
84335100,COMBINE HARVESTER-THRESHERS,NO,India,4,1312,25,19436,4,1750,3,2423,6,2615
84335100,COMBINE HARVESTER-THRESHERS,NO,Ireland,9,7517,8,7127,3,3129,1,1038,1,1864
84335100,COMBINE HARVESTER-THRESHERS,NO,Italy,134,110744,86,79145,86,79813,58,58764,66,83016
84335100,COMBINE HARVESTER-THRESHERS,NO,Japan,16,8334,26,18833,22,9706,13,6645,11,5894
84335100,COMBINE HARVESTER-THRESHERS,NO,Korea D.P.Republic,2,2790,,,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,"Korea, Republic of",8,3262,29,13201,39,18790,37,19348,28,19217
84335100,COMBINE HARVESTER-THRESHERS,NO,Lithuania,8,7842,2,1722,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Malaysia,2,1041,,,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Mauritius,6,6605,,,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Netherlands,52,34858,63,53109,69,58872,21,18139,12,14085
84335100,COMBINE HARVESTER-THRESHERS,NO,O.Asia(Tai.For.Pe.Ki,33,19003,27,15025,10,6407,17,9539,15,8712
84335100,COMBINE HARVESTER-THRESHERS,NO,Poland,4,3341,2,2358,8,17788,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Portugal,1,1311,,,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,South Africa,1,1034,3,3980,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Spain,23,16689,47,42303,29,28047,17,18772,8,10787
84335100,COMBINE HARVESTER-THRESHERS,NO,Sweden,1,1140,8,6318,1,617,1,1206,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Switzerland,2,1077,,,,,,,,
84335100,COMBINE HARVESTER-THRESHERS,NO,Turkey,3,2617,1,505,1,1568,1,1207,,
84335100,COMBINE HARVESTER-THRESHERS,NO,U.S.America,5,4022,11,8288,64,41184,7,11198,4,5994
84335100,COMBINE HARVESTER-THRESHERS,NO,Ukraine,3,2792,1,1240,,,,,,
